,statement,is_toxic
2008,"I really, really, *really* hate the explictness of this check- mainly since it doesn't even validate that cros_mark_as_stable actually *supports* those arguments.

It's basically a dumb test- it just verifies we do basic arg passing. 

If you can come up w/ something better for this, it would be appreciated- as is, tests like that is exactly what bit me in the ass for patch_unittest; basically just verifying we're shuffling args around, not verifying it actually *works*.",1
2009,I refactored the crap out of this file as I was going.  But there might be a few more drops of re-use I can squeeze out.,1
2010,"I remember porting that part, I think I still have the code.

Here it is:

  private static final String sDefaultIgnoreAssets =
            ""!.svn:!.git:!.ds_store:!*.scc:.*:<dir>_*:!CVS:!thumbs.db:!picasa.ini:!*~""; //$NON-NLS-1$

  private String mIgnoreAssets;

  /**
   * Sets the pattern to use for ignoring asset files.
   * <p>
   * Patterns syntax:
   * <ul>
   *   <li> Delimiter is :
   *   <li> Entry can start with the flag ! to avoid printing a warning
   *        about the file being ignored.
   *   <li> Entry can have the flag {@code <dir>} to match only directories
   *        or {@code <file>} to match only files. Default is to match both.
   *   <li> Entry can be a simplified glob {@code <prefix>*} or {@code *<suffix>}
   *        where prefix/suffix must have at least 1 character (so that
   *        we don't match a '*' catch-all pattern.)
   *   <li> The special filenames ""."" and "".."" are always ignored.
   *   <li> Otherwise the full string is matched.
   *   <li> match is not case-sensitive.
   * </ul>
   *
   * @return the pattern string
   */
  @NonNull
  public String getIgnoreAssets() {
    String patterns = mIgnoreAssets;
    if (patterns == null || patterns.isEmpty()) {
      patterns = System.getenv(""ANDROID_AAPT_IGNORE""); //$NON-NLS-1$
      if (patterns == null || patterns.isEmpty()) {
        patterns = sDefaultIgnoreAssets;
      }
    }

    return patterns;
  }

  /**
   * Returns whether the given file should be ignored. This can be customized
   * with the {@code --ignore-assets} flag.
   *
   * @param file the file to check
   * @param reportSkipped if true, report skipped files as warnings
   * @return true if the file is hidden
   */
  public boolean isIgnored(File file, boolean reportSkipped) {
    String path = file.getPath();
    int nameIndex = path.lastIndexOf(File.separatorChar) + 1;

    if (path.equals(""."") || path.equals("".."")) {
      return true;
    }

    boolean ignore = false;
    boolean chatty = true;
    String matchedPattern = null;
    assert file.exists() : file;
    boolean isDirectory = file.isDirectory();

    int nameLength = path.length() - nameIndex;
    for (String token : Splitter.on(':').split(getIgnoreAssets())) {
      if (token.isEmpty()) {
        continue;
      }
      int tokenIndex = 0;
      chatty = token.charAt(tokenIndex) != '!';
      if (!chatty) {
        tokenIndex++; // skip !
      }

      if (token.regionMatches(tokenIndex, ""<dir>"", 0, 5)) {
        if (!isDirectory) {
          continue;
        }
        tokenIndex += 5;
      }
      if (token.regionMatches(tokenIndex, ""<file>"", 0, 6)) {
        if (isDirectory) {
          continue;
        }
        tokenIndex += 6;
      }
      matchedPattern = token;
      int n = token.length() - tokenIndex;

      if (token.charAt(tokenIndex) == '*') {
        // Match *suffix such as *.scc or *~
        tokenIndex++;
        n--;
        if (n <= nameLength) {
          ignore = token.regionMatches(true, tokenIndex, path,
                                       nameIndex + nameLength - n, n);
        }
      } else if (n > 1 && token.charAt(token.length() - 1) == '*') {
        // Match prefix* such as .* or _*
        ignore = token.regionMatches(true, tokenIndex, path, nameIndex, n - 1);
      } else {
        // Match exactly, such as thumbs.db, .git, etc.
        ignore = (token.length() - tokenIndex) == (path.length() - nameIndex)
                 && token.regionMatches(true, tokenIndex, path, nameIndex,
                                        path.length() - nameIndex);
      }

      if (ignore) {
        break;
      }
    }

    if (ignore && chatty && reportSkipped) {
      warning(""    (skipping %s '%s' due to ANDROID_AAPT_IGNORE pattern '%s')\n"",
              isDirectory ? ""dir"" : ""file"",
              path,
              matchedPattern != null ? matchedPattern : """");
    }

    return ignore;
  }

  // Unit test
  public void testIsIgnored() throws Exception {
    Aapt aapt = new Aapt();
    assertFalse(aapt.isIgnored(new File(""a.""), false));
    assertFalse(aapt.isIgnored(new File(""foo""), false));
    assertFalse(aapt.isIgnored(new File(""foo"" + File.separator + ""bar""), false));

    assertTrue(aapt.isIgnored(new File("".""), false));
    assertTrue(aapt.isIgnored(new File(""..""), false));
    assertTrue(aapt.isIgnored(new File("".git""), false));
    assertTrue(aapt.isIgnored(new File(""foo"" + File.separator + "".git""), false));
    assertTrue(aapt.isIgnored(new File("".svn""), false));
    assertTrue(aapt.isIgnored(new File(""thumbs.db""), false));
    assertTrue(aapt.isIgnored(new File(""Thumbs.db""), false));
    assertTrue(aapt.isIgnored(new File(""foo"" + File.separator + ""Thumbs.db""), false));

    // Suffix
    assertTrue(aapt.isIgnored(new File(""foo~""), false));
    assertTrue(aapt.isIgnored(new File(""foo.scc""), false));
    assertTrue(aapt.isIgnored(new File(""foo"" + File.separator + ""foo.scc""), false));

    // Prefix
    assertTrue(aapt.isIgnored(new File("".test""), false));
    assertTrue(aapt.isIgnored(new File(""foo"" + File.separator + "".test""), false));

    // Don't match on non-directory
    assertFalse(aapt.isIgnored(new File(""_test""), false));
    File dir = new File(Files.createTempDir(), ""_test"");
    assertTrue(dir.mkdirs());
    assertTrue(aapt.isIgnored(dir, false));

    // Custom rules
    aapt.setIgnoreAssets(""foo:bar"");
    assertTrue(aapt.isIgnored(new File(""abc"" + File.separator + ""foo""), false));
    assertTrue(aapt.isIgnored(new File(""abc"" + File.separator + ""bar""), false));
    assertFalse(aapt.isIgnored(new File(""abc"" + File.separator + ""barf""), false));
    assertFalse(aapt.isIgnored(new File(""abc"" + File.separator + ""abar""), false));
    // Standard rules get replaced:
    assertFalse(aapt.isIgnored(new File(""abc"" + File.separator + "".git""), false));
  }",0
2011,I saw that in the log when I ran generate_gni.sh but it didn't change rtcd.h files.....,0
2012,"I see what you want to do, but

For image2, it seems unnecessary to reserve the space right after image2 (and create oat_map pointing there) if image2oat will be at the specified address. Maybe if oat_begin is non-null, could we avoid reserving the space after the image? Also it seems that image2's oat_map_ and oat_file_ do not actually point to the same location. Would it be possible to make them actually point to the same location?

Is it possible to violate oat_begin + oat_size == oat_end with the current interface? Maybe we could get rid of oat_end in favor of oat_size?",0
2013,"I see you really don't like this command,
over the last 15 days, it has actually been the most useful for me (including those voltages when dealing over emails with clueless ""users"")",0
2014,I see your pain point now. There is no acquire fence in thread2 to ensure the appearance order of key_destructor stores. I think it is too hairy now and let's make them seq_cst.,0
2015,"I see. I didn't realize Layout() was actually checking |location_bar_|, with the stated purpose (per comment) of waiting until post-init. That does make it more appealing than I'd thought to use that. It also avoids any possibility of a startup perf regression due to doing unnecessary Layout() here.
 
 What if we just changed that initial Layout() conditional to check something slightly different? The most obvious would be a new boolean member |initialized_|, less obvious would be ""some kind of condition that is only true after the home button is initialized"" or the like. The latter is kinda fragile against future reorderings, though, so I don't mind the explicit member.",0
2016,"I see. So if main code is corrupt, boot loader will also have PID. We just need to be sure that we always load the same PID, b/c if main code were valid, but had incorrect PID, it would not be recoverable. This seems okay for now, but we would prefer to only have PID in bootloader so that an incorrect flash can be recovered, but you can consider that for next generation chips.",0
2017,"I see. ssh -t -t can let you kill ssh process and remote process, but I am not sure about adb.",0
2018,"I see. Suggest revising the comment to ""ReportBadMessage() will kill the renderer process, but Mojo complains if the callback is not run. Just run it with nonsense arguments.""",0
2019,"I see. That restriction sucks. Let's keep it the way you have it, otherwise we'll have to have this super uber ModuleAdapter, which sucks too.",1
2020,"I see. That's the error because you are trying to overwrite existing dir with symlink; while ""rsync -a"" was to fix symlink overwriting broken symlink.

Probably better to write a python script to do the copy, so you can select whatever to copy.",0
2021,"I seriously dislike this extern coupling. Thinking about a ""standalone"" header.",1
2022,I should remove LOCAL_ here as it seem to be removed on the others.,0
2023,I should remove myFidelityWarnings from this line,0
2024,"I stand corrected. I didn't realize we even implemented that (a long time ago), because I thought until recently we had services reporting their PID as 0. Huh. I'll update the CL.

So printing works with that?",0
2025,I still don't like this description :P.  You are generating a sysroot that can be patched over extracted prebuilt package contents to create a complete sysroot.,0
2026,"I still prefer this returning a non valid client. After all that client is the one still selected in the UI, and if you want to know pid or something from it it's better to still keep it. We could have an action that could still work on dead processes (like ""analyze why it crashed"" or whatever) for which this needs to return the dead client.",0
2027,"I still prefer to use cancelable callbacks whenever I can (if the factory is already there, why not use it?). Stuff may get posted to message loop, then everything gets deleted and only then the message goes through the message pump and invalid callback may be executed.",0
2028,"I still think something is off with these hooks. The way it is now, if you shutdown (go to S5) and then boot the AP (S0), then the sensors will still have the same ODR, range, and res as they had last boot. This doesn't make sense, I think the goals here should be:
 - every time the AP boots, we should have the same default sensor settings.
 - if the AP goes to suspend (S3) and wakes back up (S0) the settings shall not have changed.
 - in S3, and in S5, only sample specific sensors that are needed.
 
 The last two goals are currently met, but not the first.
 
 I think you can fix it by changing clock_chipset_shutdown() above to:
 for (i = 0; i < motion_sensor_count; i++) {
 sensor = &motion_sensors[i];
 sensor->active = SENSOR_ACTIVE_S5;
 sensor->state = SENSOR_NOT_INITIALIZED;
 sensor->odr = sensor->default_odr;
 
 if ((sensor->state == SENSOR_INITIALIZED) &&
 !(sensor->active_mask & sensor->active)) {
 sensor->drv->set_data_rate(sensor, 0, 0); 
 }
 }",0
2029,"i still think you need a comment in the entry that's ""wrong"" rather than at the top, but hopefully we can just switch to parsing /proc/pid/exe instead.",0
2030,"I stole this code from chromeos_startup.

""""""
# Always return success to avoid killing init
exit 0
../../init/chromeos_startup  """"""",0
2031,"I stopped reading after 'you might be thinking ""wow, this looks like effort"".  well you best shut your
brain hole and do it anyways. '",1
2032,I strongly suggest you put in the git comment the sha1 of tools/base at the point where you created the jar.,0
2033,I stupidly thought that I'd get a warning if I failed to initialize everything in the struct...,0
2034,i suck.,1
2035,I suck. Done.,1
2036,I suggest getting rid of all re-entrancy to public methods. Ex. create LoadKeyInternal with no locking and keep locking very simple as the first statement in all public methods.,0
2037,I suppose we should not even build bubble_sync_promo_view_util.h and bubble_sync_promo_view_util.cc on ChromeOS.,0
2038,"I suppose. I guess I was thinking it's a matter of expected vs. unexpected failure. How would you feel about something along the lines of

failure = true
try:
  ...
  failure = false
except <expected>:
  ...
finally:
  if failure:
    cleanup",0
2039,"i suspect we're about to die anyway when we're that low on memory, but 'done'.",0
2040,"I swear I've posted a reply twice, but maybe Gerrit is eating it. I compiled this on arm and disassembled it, and the result used a single 32-bit integer for it.",0
2041,"I take that back trying even quoting the variable and moving to single brackets, it complained.

On ubuntu sh is symlinked to dash.. dash sucks.

LSB release shows this:
Distributor ID:	Ubuntu
Description:	Ubuntu 14.04.2 LTS
Release:	14.04
Codename:	trusty",1
2042,"I think '!primitiveRestartWorkaround'  is useless.  If dstType and srcType both are  GL_UNSIGNED_SHORT, primitiveRestartWorkaround must be false. If dstType and srcType both are  GL_UNSIGNED_ UINT, primitiveRestartWorkaround must be false. So there is no situation that dstType equals srcType, meanwhile primitiveRestartWorkaround is true.",0
2043,"I think ""call graph stack"" makes me confusing. They are two different things, and here the size just means how much user stack do you want to dump.",0
2044,"I think '_vblock_' is safely implied in these functions. Why don't we just call them vb2_get_keyblock, vb2_get_preamble, vb2_get_body_offset?",0
2045,"i think a good rule of thumb: if you're using mock.xxx, then it's a Mock.  if you don't use anything, it's a Fake.  this looks like a Fake to me.",0
2046,"I think Alex did some special formatting when creating the header with this icon to get it to show up correctly.  I might need to do some reformatting of this icon to get this to show up correctly in this case (presumably get it to 60x60?), otherwise it appears kinda ugly. Will see what I can do.",0
2047,"I think at this point the IOMMU is in a broken state anyway and the whole system is screwed. ;)

Generally this shouldn't happen, though...",1
2048,i think bulider_mixins should be dropped after flattening like L51,0
2049,i think clobbering earlier & possibly killing a previous run is fine,0
2050,I think dex_pc should be an operand to the HAnd/HOr ctors below,0
2051,"I think Gerrit will handle this correctly since Signed-off-by is a git label.
All my commits are structured similar to this one (from my .gitconfig) ... unless my configs have gone bonkers.",0
2052,I think I actually shouldn't have removed this because there's now a bunch of crap in my working directory...,0
2053,"I think I like the idea. And while you are at it, try killing dbus-c++-1. I suspect this should not be needed by libchromeos.",0
2054,"I think I'd call this mDisplayLock, since I think it's actually trying to protect mDisplayData. I'd also move this line up right above mDisplayData and explain in the comment that it's protecting mDisplayData from races between prepare and dump.",0
2055,I think I'd still continue. maybe OEM has stupid cruft here.,0
2056,I think if you use multiprocess then you don't need to kill process on dut. You can just kill _playback_process,0
2057,"I think introducing SolarMutexReleaser::clear makes the code less readable and maintainable, not more.  For a ""guard"" object like aReleaser it is important to easily determine the range of code it guards, and the easiest way to do that is with a block:

  Reference<datatransfer::XTransferable> xDataObj;
  {
    SolarMutexReleaser aReleaser;
    xDataObj = xClipboard->getContents();
  }

(And especially so for SolarMutexReleaser, where each use of it is a gross hack.  It is actually a good thing to have these hacks stand out like ugly warts in the code.)",0
2058,"I think it is useless. In which case is it useful, for what?",0
2059,i think it'd be better to make this an arg to the function,0
2060,"I think it'd be easier to clean up the abort logic here first.

The way this is written sucks.  Move this check into doRunningStep first thing and have it return an empty Result and an error.

Alternatively, remove it entirely and let autoserv get brutally murdered right after starts.  Less logic is better.  I don't think anyone cares if an abort before autoserv starts is cleaner than an abort during autoserv running.",1
2061,I think it's a good idea to remove. Thanks for pointing it out.,0
2062,I think its better to clear the whole bitmap at the end of the GC since that will madvise dirty pages in the bitmap.,0
2063,i think its fine here.  it shouldn't happen unless the auth is somehow screwed up.,1
2064,I think it's fine to leave these as such for now. Good idea about changing GetStringOption; I'll take a stab at it.,0
2065,"I think it's safe to kill this right now. This was Francois's defense against PID reuse, which we've headed off by now directly using a process handle here.",0
2066,I think it's the default for the daemon if you don't use the setJvmArg... It shouldn't be needed.,0
2067,"I think link_value could be uninitialized here too, resulting in a garbage print.",0
2068,"I think LOG(ERROR) is not needed, and should be removed.",0
2069,"i think once you make the changes i suggested in the other CL, you can delete both src_compile & src_install and use:

 src_prepare() {
   cros-workon_src_prepare
 }

 src_configure() {
   cros-workon_src_configure
 }

 src_compile() {
   cros-workon_src_compile
 }

 src_install() {
   cros-workon_src_install
   default
 }

yes, it sucks you have to do this ... with the migration to gyp for platform packages, it hasn't been a high priority to make the eclass do this for you ...",1
2070,"I think Rajat was fixing the memory leak in another patch.

But yes, devm_kzalloc() would work too.

The one hitch was with sdio.c -- we have a crazy (and probably totally broken) forced remove/re-probe in there, so anything we do with devm_* there, we'd have to forcibly undo in the hacky reset case.",0
2071,"I think rebooting should do it.  Even then, it's hard to know if stateful has been contaminated by a confused cryptohomed.",0
2072,"I think so, without the signer these artifacts are completely useless.",0
2073,"I think so. For example, debuggerd uses this feature to dump parts of the stack of the crashing process.",0
2074,"I think String#isEmpty is new in JDK 6 which means this won't compile on JDK 5 -- you might need to do libJavaPackages.length() == 0 instead.

Or alternatively, just replace the above logic with
    String libJavaPackages = null;
.... when adding: ...
    if (libJavaPackages == null) {
        libJavaPackages = libJavaPackage;
    } else {
       libJavaPackages = "";"" + libJavaPackages;
    }

Then there's no need to null it back out, and besides you only end up with ; between the paths instead of having a useless one at the end.",0
2075,"I think that a macro around a variable declaration is obscure. I prefer the explicit version.

Also, we could just use BaseVariable instead of T and get rid of the ugly typeof.",0
2076,I think that an enum will be perhaps better than a String,0
2077,I think that this line initializes the event_case as being test_event? It's kind of an obtuse idiom; at first glance it looks like this line does nothing. Can you add a comment explaining it?,0
2078,I think that'll just turn something horrible into something horrible and hard to read.,1
2079,I think thats because those are UIButtons and this is a UIBarButtonItem!,0
2080,i think that's fine. bionic internal code should probably be using Lock anyway.,0
2081,"i think the ""full"" comes from how important is the question.  if the answer is going to delete files, it should be yes/no.  if it's something simple/stupid, then imo it should be a y/n.",1
2082,"I think the . follows WillOnce in mocks, usually...",0
2083,"I think the + syntax for Strings is a bit cleaner than .concat. 

Also, use SdkConstants.PREFIX_ANDROID",0
2084,"I think the adb bug is fixed now, did you try the old ""adb shell rm"" instead of ""adb shell sh -c""",0
2085,I think the caller should handle delete. or have an arg delete_on_fail to control the behavior. I thinking making this class very dumb to only do one thing per API would make it easier for it to become a generic library.,0
2086,I think the checker should be aware of those ids. Seems silly to repeat them here. This can be done in a next CL though.,0
2087,"I think the cleanest style here would be to make this:
class_linker->IsCompiledImageMethod(m)
and then embed MayBe... into ClassLinker as IsCompiledImageMethod. It'd be nice to avoid exposing the debugger to inner notions of oat files.",0
2088,"I think the code below will get a bit less verbose if you make this
 
 constexpr gfx::Size kTetherSignalIconSize(40, 40);",0
2089,I think the convention is to start with some version like 0.0.1 so if eventually this becomes a real ebuild you can bump the version to the released number. You can't downgrade once it is live.,0
2090,"I think the current consensus is to use std::move.
i.e. proxy_ = std::move(proxy)",0
2091,I think the DCHECK line 486 make this if useless.,0
2092,"I think the default argument isn't worth it in this case, there are only a handful of callsites today. I'd just make everything explicit.",0
2093,"i think the dust needs to settle before we add anything like this to the c library. memset_s would probably be a less bad idea. (all those annex k functions are ugly and unnecessarily awkward, but they made it into a real standard so there's not much we can do to argue against them.)",0
2094,I think the formatting may have gotten screwed up (or Gerrit made it look ugly),1
2095,I think the Futures of the ClassDefItemConsumers need to be handled.,0
2096,i think the latest trend is just to put garbage here...,0
2097,"I think the lines from here and below is clearer like:
 
  if message_lines:
  self.message = message_lines[0]
  self.extra_message_lines = message_lines[1:]
  else:
  self.message = ''
  self.extra_message_lines = []
  # Fix whitespace here.",0
2098,"I think the logic here needs to be:
 
  all_the_same = True
 
  for ...
 
  if not match_found:
  all_the_same = False
  ...
 
  test_result['pass'] = not all_the_same",0
2099,I think the official way to do this in ARM TF (as far as I can tell) is round_up() (from lib/utils.h).,0
2100,I think the only header you may need from here is omnibox_pedal and components_strings.,0
2101,"i think the problem was that Daemons.stop stops the threads we *deliberately* started. if some code had started other threads, you got very hard to debug situations. so we added this extra method so you'd have a nice clear hang to debug if you'd screwed up.",1
2102,"I think the race is here, Daemons.stop() gets called right after FinalizerWatchdogDaemon.wakeUp(). We finalize the object, but leave needToWork as true when we exit the running loop.

Watchdog daemon begins sleeping, then also gets interrupted by Daemons.stop(). However, needToWork is still true which causes a false positive timeout.

Maybe we should set needToWork to false before FinalizerDaemon.run exits?",0
2103,"i think the right way forward is to make abort(3) actually, you know, abort :-)

i've been meaning to get round to this for a long time, and i've finally started making some progress: http://code.google.com/p/android/issues/detail?id=16672",0
2104,I think the rockchip_configure_pd_cnt () should put in probe().,0
2105,"I think the sequence above could be formatted so:

    if not self.is_repo_initialized():
        # ...
    elif self.is_out_of_date():
        # ...
    else:
        # ...",0
2106,"I think the way it is is marginally more efficient, because this check is not needed in case shit is above 31.",1
2107,I think there is a race here with two threads could be executing this statement at teh same time when next_method_id_ == kMaxMethodID - 1.,0
2108,i think these two you want to live in platform_src_configure,0
2109,"I think they belong in PathImpl, but it's OK to leave them if Geoff objects.",0
2110,I think they're a noop if not wrapped in a test step...,0
2111,I think this also wants to be |const std::string&|.,0
2112,I think this belongs to another phase. SSA building should not care about optimizations.,0
2113,"i think this changes the behavior of ""reboot-bootloader"". didn't ""reboot-bootloader any old crap can follow"" work?

i feel like we're making this already unreadable mess even worse.",1
2114,I think this class should be extending LoggedAsyncExtensionFunction similar to FileManagerPrivateMountCrostiniContainerFunction just above.,0
2115,"i think this is a great example of why ""the file that contains all the implementation detail crap"" ought to have a more intention-revealing name...",1
2116,"I think this is a really good point. You already made die() a macro for that reason, this should really be one as well.",0
2117,"I think this is cruft from the first sample makefile Ahmad sent me. Will change to

rm *.o *.a $(PROGS)",0
2118,"i think this is fixing the wrong part, or not fixing anything.  The failing line is:

	int i, ret = DMA_ERROR_CODE;

This is assigning a dma_addr_t (u64) to an int, which produces the warning.  The value of ret isn't even used, so the assignment should just be removed.",0
2119,I think this is important enough to implement now.  Without stable order the diffs will suck which kind of defeats the purpose of keeping history.,1
2120,I think this is supposed to be gone also. You ran validate_json_files.sh right? :),0
2121,I think this is the last residual git branch confusion change...  knock on wood.,0
2122,I think this macro confuses more than it helps... token concatenation is pretty ugly.,1
2123,"I think this needs to become an array of structs, with each struct containing the struct s3c24x0_i2c *, periph ID and anything else you need",0
2124,I think this separator should be removed? the cryptix part is for Twofish right?,0
2125,i think this should be in the ON clause because this is how tables are joined,0
2126,"I think this solution is braindead also, like the previous one. Can we try to ass the null.? Anyway, +2 because safe.",1
2127,I think this sucks but can't find a better way to do inline styling.,1
2128,"I think this will expand to: ""disable-/path/to/init/main.d/goofy""

maybe: ""$(dirname ""${rule_file}"")/disable-$(basename ${rule_file%.sh})""

which will be /path/to/init/main.d/disable-goofy",0
2129,"I think trying to establish ""this->pData == nullptr"" as a valid state is going down a rat's hole (having to adapt all places that read pData) for no benefit (see how making operator+= fulfil the strong guarantee, which is desirable, makes the demand for a ""this->pData == nullptr"" state not arise)",0
2130,I think u-boot discourage mixed cases naming style.,0
2131,"I think UBSan works for static executables, but we do not support ubsan in SANITIZE_TARGET.
SGTM",0
2132,"i think updating KillProcessGroup right now is OK:

* don't take a signal (hardcode SIGKILL)
* usie kill() directly
* handle the pid_==0 check up top
* call UpdatePid(0) directly

then if/when Kill gets refactored to be sane, this could be cut over to that.",0
2133,"I think using generics would actually make this more simple:

    fn validate_formats<T, U, F>(ptr: *const T, num: usize, f: F) -> LibVdaResult<Vec<U>>
    where
        F: FnMut(&T) -> LibVdaResult<U>
    {
        // Do validation
        ...
        // Convert
        unsafe { slice::from_raw_parts(ptr, size) }
            .iter()
            .map(f)
            .collect::<LibVdaResult<Vec<_>>>()
    }


And in the caller:

    let input_formats = validate_formats(
        vda_cap.input_formats,
        vda_cap.num_input_formats,
        InputFormat::new,
    );

    let output_formats = validate_formats(
        vda_cap.outut_formats,
        vda_cap.num_output_formats,
        OutputFormat::new,
    );",0
2134,"I think using is_sorted() would be a clever abuse. Since a reasonble alternative exists (adjacent_find), I'm using the alternative.",0
2135,"I think want you descriptors.h too, and can git rid of content_descriptors.h below",0
2136,"I think we can get rid of these, they should be unused",0
2137,"I think we can get rid of this ""normal_behavior_value_id"" as it's not used now that the runtime flag is gone.",0
2138,"I think we can kill 1 indentation level by making this check part of the ""if"" structure.",0
2139,"I think we could simplify if we shuffle registers around a bit. For example (stupid but safe):
 
 MoveForRootRegisterRefactoring(scratch1, bytecode);
 pop(ebx);  // We can pop here and remove all related logic afterwards.
 /* ... Dispatch with cmpb(scratch1, Immediate) ... */",0
2140,I think we generally only use this on things that return a Maybe and might throw. Same goes below.,0
2141,"I think we need to do some git cleanup after a failed patch if we are just going to continue running - i.e., git rebase --abort, git am --abort, etc.,",0
2142,I think we should - you know we'll hit it down the line if we don't.,0
2143,"I think we should allow native apps to specify an interface.  If you accept that here and pass it through the netd link it may be null and then you look it up by pid.

Symmetric to you getaddrinfo change.",0
2144,I think we should instead trigger this from RenderFrameDevToolsAgentHost::DidStartNavigation.,0
2145,"I think we should kill this logic, FWIW. Fine to be identical for now, but add a TODO for that?",0
2146,I think we should probably use a different HeapChunkCallback for native dump? Casting random non heap native memory to Object* and then examining it seems not correct. This would also remove the need for the heap bitmap lock here.,0
2147,"I think we understand it enough to nuke this. you added the code to find the 8/9/10/11 sections by name, so I think we can pattern match the rest.",0
2148,I think we usually put this like /*gridx*/ next to the parameter. Without the space and the equals.,0
2149,"I think we want cancel_work_sync() here - Since we are about to change the whole table, we don't care about any pending lut update.  However, if there is a lut update currently in progress, we will wait for it to complete to avoid touching the lut in the middle of the lut update.",0
2150,I think we want CONFIG_PAGE_OFFSET=0x80000000 and CONFIG_VMSPLIT_2G=y,0
2151,I think we want to get away from using BT_HDR for this kind of thing; layer_specific is bad hack that's not great for readability.,0
2152,I think we were missing a destructor to delete the weak global for the method.,0
2153,I think we'd want lstat. is_mtd() on a symlink should fail.,0
2154,I think we'd want to pass in shadow_frame.GetMethodAddress() (or call shadow_frame.SetMethod() later) if the reason to pass in ArtMethod** is that it may get moved (in the future when we move methods)?,0
2155,I think we'll end up calling self._interface bus or bus_num in the params section ... but lets discuss in person,0
2156,I think with a bit of refactor we can get rid of this class entirely.,0
2157,I think you are correct - we do not access the iommus_lock protected domain->iommus list in the irq; that could probably be a mutex instead; and therefore only do the irqsave dance on the hw_lock... can you do that in another patch after this one?,0
2158,"I think you are leaking memory here, consider std::unique_ptr",0
2159,"i think you are supposed to use ""include external/stlport/libstlport.mk""",0
2160,i think you can eliminate temp entirely. (data_ = ByteString(...)),0
2161,I think you can garbage-collect this comment.,0
2162,"I think you can get rid of this function and the one below if you let DbusObjectProxyWithUma inherit dbus::ObjectProxy, but it's still kind of hacky.",0
2163,"I think you can just add these to the end of the enum below instead of using #define

 ...
 GPIO_PART2_STARTS = GPIO_E0
 ...",0
2164,"I think you can just call $(get_abs_build_var TARGET_OUT_UNSTRIPPED), instead of double $(dirname)s.",0
2165,i think you can leave these two out. (they have to be included by their mocks.),0
2166,"I think you can use the FileEnumerator class in the base library for enumerating the PID files:
https://cs.corp.google.com/#clankium/src/base/files/file_enumerator.h",0
2167,"I think you can use the return value of self.PatchObject() to avoid having to import mock and create a Mock object yourself:

  statvfs_mock = self.PatchObject(os, 'statvfs', autospec=True)
  statvfs_mock.return_value.f_flag = os.ST_NOSUID",0
2168,I think you can use the two-param version of assertEquals() if the tolerance is zero.,0
2169,"I think you can use
 try:
  sync_utils.Waitfor(some_func, duration_secs, self.args.current_sampling_period_secs)
  return True
 except type_utils.TimeoutError:
  loging ...
  return False",0
2170,"I think you could also do it inline:
 callback.call(keyguardManager != null ? keyguardManager.isDeviceSecure() : false)",0
2171,"I think you could populate both process info and thread info from the single ""ps -ewwLo pid.lwp,comm,cmd"" command run output.",0
2172,I think you did your math wrong ..  I think its bd_value_size - 2 * CHAR_BIT - COUNT.   I honestly don't know why we did it thus but this is something I didn't change :),0
2173,"I think you don't need both OnWidgetClsoing and OnWindowDestroyed.

Close or Destroyed should be enough.",0
2174,"i think you dont need to add this extra line, i think you can do

PsiClass newClass = new WriteCommandAction...) {
}.execute().getResultObject();",0
2175,"I think you got the probe() order right (create RTC, then register the notifier), but I think you have the remove() backwards. You probably want to tear down the notifier first (which can fail, and which should be done before you kill the RTC that it might notify) and then unregister the RTC (which can't fail).

And because the rtc_device_unregister() is devm_*(), you can just remove this line.",0
2176,"I think you have several failure cases that are not covered:
* bad URL
* failure to decode
* other?",0
2177,I think you may be able to get rid of apn_type_key,0
2178,I think you need some kind of FALLTHROUGH_INTENDED macro here and below.,0
2179,"I think you need to move them to the makefile, presumably bulid/core/config.mk, because envsetup.sh is not a musthave to do a build. For example, our buildbots actually don't run envsetup.sh.",0
2180,"I think you need to os.environ.copy(), or else this is all your env will have in it.",0
2181,"i think you need to set 'err'? i think that's true for the fstat too?

(this code is fucking awful.)",1
2182,"I think you need

  hit_test_region_ = *state_.input_region;",0
2183,I think you probably want return_code &= ~VENDOR_RC_ERR;,0
2184,"i think you probably want to pass both pid and tid in...

(or the debugger_request_t.)",0
2185,I think you should check you did eliminate the instructions you think should be eliminated.,0
2186,I think you should init flip_work_count to zero using atomic_set at the same time you init the work queue.,0
2187,"I think you should leave out {@inheritDoc} here; it's only useful when you want to edit the javadoc. (All javadocs are automatically inherited; this is when you want to do

/** {@inheritDoc}
  * <p>
  * Futhurthermore, in this override we blah blah blah */",0
2188,"I think you should only add pins_wp, remove others under mmc1_pins_default",0
2189,I think you should probably bring back the remove function as the implementation for .destroy(),0
2190,I think you should probably explicitly say secondaryActions instead of secondaries.,0
2191,"I think you should put this down to the non_verified_boot, alongside the `run net_boot` and `run usb_boot`.",0
2192,"I think you should refactor this into a function:

KillWithTimeout(pid, signal, ....)

Then in your code here, you would do something like:

if (KillWithTimeout(pid, SIGTERM, kWaitpidPollTimesForSIGTERM)) {
  return true;
}

if (KillWithTimeout(pid, SIGKILL, kWaitpidPollTimesForSIGKILL)) {
  return true;
}

// In case of killing failure.
LOG(ERROR) << ""Timeout waiting for process "" << pid << "" to be killed."";

return false;",0
2193,"I think you want a lower rating here, since the resolution is so much lower.",0
2194,i think you want to raise ValueError instead of calling die,0
